timestamp,actual_temperature,predicted_temperature,reason
2025-02-12 23:21:25,12.625,16.962993621826172,Single deviation > 3°C
2025-02-13 02:17:25,20.125,17.05967140197754,Single deviation > 3°C
2025-02-13 02:40:04,14.625,20.22602653503418,Single deviation > 3°C
2025-02-13 02:58:36,16.812,20.111961364746094,Single deviation > 3°C
2025-02-13 03:19:10,20.312,17.301347732543945,Single deviation > 3°C
2025-02-13 05:13:26,15.625,18.656875610351562,Single deviation > 3°C
2025-02-13 06:00:48,14.75,17.948694229125977,Single deviation > 3°C
2025-02-13 07:57:07,14.25,19.278669357299805,Single deviation > 3°C
2025-02-13 09:01:58,14.125,17.92659568786621,Single deviation > 3°C
2025-02-13 09:44:11,14.0,19.499614715576172,Single deviation > 3°C
2025-02-13 10:23:17,14.187,17.41071319580078,Single deviation > 3°C
2025-02-13 10:43:53,13.75,17.138206481933594,Single deviation > 3°C
2025-02-13 10:49:01,12.437,15.64009952545166,Single deviation > 3°C
2025-02-13 11:06:30,14.062,17.76978302001953,Single deviation > 3°C
2025-02-13 11:46:40,13.375,19.40314292907715,Single deviation > 3°C
2025-02-13 12:05:11,12.937,18.291303634643555,Single deviation > 3°C
2025-02-13 12:24:45,12.562,15.554858207702637,3+ consecutive deviations > 2°C
2025-02-13 12:28:52,11.0,14.636921882629395,Single deviation > 3°C
2025-02-13 14:37:31,16.5,21.133569717407227,Single deviation > 3°C
2025-02-13 14:52:57,20.875,18.6951904296875,3+ consecutive deviations > 2°C
2025-02-13 16:15:17,14.5,17.5249080657959,Single deviation > 3°C
2025-02-13 16:31:45,14.937,20.8598690032959,Single deviation > 3°C
2025-02-13 16:36:54,12.312,15.540966987609863,Single deviation > 3°C
2025-02-13 16:49:16,15.687,20.222856521606445,Single deviation > 3°C
2025-02-13 18:20:52,15.75,19.725082397460938,Single deviation > 3°C
2025-02-13 19:13:21,15.5,18.78645133972168,Single deviation > 3°C
2025-02-13 21:51:51,13.0,17.272981643676758,Single deviation > 3°C
2025-02-13 22:43:21,19.187,15.64631462097168,Single deviation > 3°C
2025-02-14 00:09:47,13.437,17.3870906829834,Single deviation > 3°C
2025-02-14 00:42:44,14.0,18.609460830688477,Single deviation > 3°C
2025-02-14 01:35:12,13.375,16.997467041015625,Single deviation > 3°C
2025-02-14 02:42:07,13.125,16.40089988708496,Single deviation > 3°C
2025-02-14 02:58:34,13.437,16.89250946044922,Single deviation > 3°C
2025-02-14 03:15:02,14.0,18.726036071777344,Single deviation > 3°C
2025-02-14 03:31:31,13.687,16.897897720336914,Single deviation > 3°C
2025-02-14 04:05:29,13.5,17.3201847076416,Single deviation > 3°C
2025-02-14 04:39:27,14.437,18.76341438293457,Single deviation > 3°C
2025-02-14 05:13:25,13.812,18.687705993652344,Single deviation > 3°C
2025-02-14 05:29:54,13.625,18.319589614868164,Single deviation > 3°C
2025-02-14 06:35:46,15.312,19.616594314575195,Single deviation > 3°C
2025-02-14 06:51:13,16.687,19.815914154052734,Single deviation > 3°C
2025-02-14 07:07:42,13.875,16.952171325683594,Single deviation > 3°C
2025-02-14 07:40:39,13.437,17.696060180664062,Single deviation > 3°C
2025-02-14 07:57:07,13.375,16.417531967163086,Single deviation > 3°C
2025-02-14 08:29:02,14.437,19.849512100219727,Single deviation > 3°C
2025-02-14 10:25:20,14.812,19.419723510742188,Single deviation > 3°C
2025-02-14 10:41:48,14.75,17.799976348876953,Single deviation > 3°C
2025-02-14 12:51:30,15.375,18.712282180786133,Single deviation > 3°C
2025-02-14 13:24:26,14.875,20.018972396850586,Single deviation > 3°C
2025-02-14 14:13:50,13.625,10.519949913024902,Single deviation > 3°C
2025-02-14 14:18:59,12.375,15.846490859985352,Single deviation > 3°C
2025-02-14 14:31:20,14.75,19.448896408081055,Single deviation > 3°C
2025-02-14 14:47:49,15.125,19.096418380737305,Single deviation > 3°C
2025-02-14 15:38:14,16.187,19.919519424438477,Single deviation > 3°C
2025-02-14 15:54:43,15.562,18.592052459716797,Single deviation > 3°C
2025-02-14 16:44:09,15.687,19.403440475463867,Single deviation > 3°C
2025-02-14 17:22:13,10.937,14.127015113830566,Single deviation > 3°C
2025-02-14 18:23:59,13.312,19.28071403503418,Single deviation > 3°C
2025-02-14 18:56:56,13.687,16.872297286987305,Single deviation > 3°C
2025-02-14 19:27:48,16.25,20.223421096801758,Single deviation > 3°C
2025-02-14 21:05:37,16.687,20.28001594543457,Single deviation > 3°C
2025-02-14 21:23:06,13.125,16.331375122070312,Single deviation > 3°C
2025-02-14 21:38:32,13.437,17.92998695373535,Single deviation > 3°C
2025-02-14 22:26:56,12.687,17.09803009033203,Single deviation > 3°C
2025-02-14 23:17:22,12.0,15.143064498901367,Single deviation > 3°C
2025-02-14 23:31:47,14.562,19.970022201538086,Single deviation > 3°C
2025-02-14 23:47:13,15.562,19.43852996826172,Single deviation > 3°C
2025-02-15 01:53:49,16.125,19.32435417175293,Single deviation > 3°C
2025-02-15 03:18:14,16.5,20.15024757385254,Single deviation > 3°C
2025-02-15 05:08:19,16.437,19.629579544067383,Single deviation > 3°C
2025-02-15 05:46:25,15.687,18.963443756103516,Single deviation > 3°C
2025-02-15 06:42:01,16.75,19.88538360595703,Single deviation > 3°C
2025-02-15 08:26:59,14.062,18.874380111694336,Single deviation > 3°C
2025-02-15 09:19:28,20.437,16.96417808532715,Single deviation > 3°C
2025-02-15 10:32:33,15.187,19.514408111572266,Single deviation > 3°C
2025-02-15 10:49:00,16.5,19.700389862060547,Single deviation > 3°C
2025-02-15 13:28:31,14.937,19.05794334411621,Single deviation > 3°C
2025-02-15 13:46:01,15.437,18.65005874633789,Single deviation > 3°C
2025-02-15 14:24:07,15.25,18.87364387512207,Single deviation > 3°C
2025-02-15 14:41:36,16.625,19.68346405029297,Single deviation > 3°C
2025-02-15 17:21:08,15.562,19.989879608154297,Single deviation > 3°C
2025-02-15 17:55:06,16.75,20.002975463867188,Single deviation > 3°C
2025-02-15 19:23:38,14.375,20.025535583496094,Single deviation > 3°C
2025-02-15 20:31:35,15.937,19.9608211517334,Single deviation > 3°C
2025-02-15 22:18:35,15.125,18.147235870361328,Single deviation > 3°C
2025-02-15 22:36:05,15.187,19.135351181030273,Single deviation > 3°C
2025-02-15 23:12:07,14.75,18.259429931640625,Single deviation > 3°C
2025-02-15 23:29:37,13.75,17.749645233154297,Single deviation > 3°C
2025-02-15 23:46:05,13.875,18.435428619384766,Single deviation > 3°C
2025-02-16 00:37:33,13.562,17.22351837158203,Single deviation > 3°C
2025-02-16 01:11:31,13.812,17.79439353942871,Single deviation > 3°C
2025-02-16 01:27:59,13.625,17.62337875366211,Single deviation > 3°C
2025-02-16 01:44:27,14.25,17.302082061767578,Single deviation > 3°C
2025-02-16 02:55:30,16.75,19.833436965942383,Single deviation > 3°C
2025-02-16 03:32:32,14.687,19.284921646118164,Single deviation > 3°C
2025-02-16 04:25:01,14.937,18.404541015625,Single deviation > 3°C
2025-02-16 05:00:01,13.312,17.608930587768555,Single deviation > 3°C
2025-02-16 05:33:59,13.625,16.94395637512207,Single deviation > 3°C
2025-02-16 06:24:26,13.562,17.539936065673828,Single deviation > 3°C
2025-02-16 08:07:22,14.25,19.413164138793945,Single deviation > 3°C
2025-02-16 10:44:50,15.0,19.407188415527344,Single deviation > 3°C
2025-02-16 11:01:19,15.312,18.988666534423828,Single deviation > 3°C
2025-02-16 13:31:35,14.875,18.218637466430664,Single deviation > 3°C
2025-02-16 13:48:03,16.125,19.816097259521484,Single deviation > 3°C
2025-02-16 15:33:04,12.062,15.411739349365234,Single deviation > 3°C
2025-02-16 16:05:59,13.625,18.748870849609375,Single deviation > 3°C
2025-02-16 16:22:27,14.875,18.670719146728516,Single deviation > 3°C
2025-02-16 16:56:25,15.625,19.660459518432617,Single deviation > 3°C
2025-02-16 18:23:54,13.5,17.903034210205078,Single deviation > 3°C
2025-02-16 19:14:20,15.687,20.27129364013672,Single deviation > 3°C
2025-02-16 20:04:46,13.812,18.40680503845215,Single deviation > 3°C
2025-02-16 21:12:43,13.625,17.601131439208984,Single deviation > 3°C
2025-02-16 22:05:13,13.125,17.85866928100586,Single deviation > 3°C
2025-02-16 23:28:35,13.125,18.920013427734375,Single deviation > 3°C
2025-02-17 00:20:04,12.0,16.173871994018555,Single deviation > 3°C
2025-02-17 01:28:00,14.062,17.242429733276367,Single deviation > 3°C
2025-02-17 02:01:58,14.187,18.954418182373047,Single deviation > 3°C
2025-02-17 02:35:55,15.625,19.81578254699707,Single deviation > 3°C
2025-02-17 04:01:21,20.25,17.01227569580078,Single deviation > 3°C
2025-02-17 04:19:53,14.625,18.586963653564453,Single deviation > 3°C
2025-02-17 04:53:52,15.625,19.657419204711914,Single deviation > 3°C
2025-02-17 06:57:21,15.312,19.650829315185547,Single deviation > 3°C
2025-02-17 08:42:21,13.125,16.475589752197266,Single deviation > 3°C
